city_key,city_name,province,city_tier_v1,tier_rank,city_segment_v1,segment_rank,segment_basis,segment_confidence,special_city_type,needs_manual_review,review_reason,notes
cn_city_bcb4dc17,焦作,河南,三四线,4,都市圈外围承接型候选城市,6,人工规则种子：位于主要都市圈或城市群外围，可能承接通勤、产业或外溢住房需求,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_5375e63f,许昌,河南,三四线,4,都市圈外围承接型候选城市,6,人工规则种子：位于主要都市圈或城市群外围，可能承接通勤、产业或外溢住房需求,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_b0d7fd52,湖州,浙江,三四线,4,都市圈外围承接型候选城市,6,人工规则种子：位于主要都市圈或城市群外围，可能承接通勤、产业或外溢住房需求,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_ae2b9f29,舟山,浙江,三四线,4,都市圈外围承接型候选城市,6,人工规则种子：位于主要都市圈或城市群外围，可能承接通勤、产业或外溢住房需求,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_b209b8cb,咸宁,湖北,三四线,4,都市圈外围承接型候选城市,6,人工规则种子：位于主要都市圈或城市群外围，可能承接通勤、产业或外溢住房需求,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_d1a68a97,孝感,湖北,三四线,4,都市圈外围承接型候选城市,6,人工规则种子：位于主要都市圈或城市群外围，可能承接通勤、产业或外溢住房需求,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_793d8eaa,鄂州,湖北,三四线,4,都市圈外围承接型候选城市,6,人工规则种子：位于主要都市圈或城市群外围，可能承接通勤、产业或外溢住房需求,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_87e3c113,黄冈,湖北,三四线,4,都市圈外围承接型候选城市,6,人工规则种子：位于主要都市圈或城市群外围，可能承接通勤、产业或外溢住房需求,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_bd561eba,黄石,湖北,三四线,4,都市圈外围承接型候选城市,6,人工规则种子：位于主要都市圈或城市群外围，可能承接通勤、产业或外溢住房需求,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_151c7f53,岳阳,湖南,三四线,4,都市圈外围承接型候选城市,6,人工规则种子：位于主要都市圈或城市群外围，可能承接通勤、产业或外溢住房需求,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_5b53318a,湘潭,湖南,三四线,4,都市圈外围承接型候选城市,6,人工规则种子：位于主要都市圈或城市群外围，可能承接通勤、产业或外溢住房需求,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_92ea0438,益阳,湖南,三四线,4,都市圈外围承接型候选城市,6,人工规则种子：位于主要都市圈或城市群外围，可能承接通勤、产业或外溢住房需求,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_eb5d58f3,漳州,福建,三四线,4,都市圈外围承接型候选城市,6,人工规则种子：位于主要都市圈或城市群外围，可能承接通勤、产业或外溢住房需求,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_42f088c6,莆田,福建,三四线,4,都市圈外围承接型候选城市,6,人工规则种子：位于主要都市圈或城市群外围，可能承接通勤、产业或外溢住房需求,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_deb71573,宝鸡,陕西,三四线,4,都市圈外围承接型候选城市,6,人工规则种子：位于主要都市圈或城市群外围，可能承接通勤、产业或外溢住房需求,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_4c02c40d,渭南,陕西,三四线,4,都市圈外围承接型候选城市,6,人工规则种子：位于主要都市圈或城市群外围，可能承接通勤、产业或外溢住房需求,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_d6c2713d,临沧,云南,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_87cbb7e5,丽江,云南,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_230ee29b,保山,云南,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_d3396422,昭通,云南,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_61ad2e84,普洱,云南,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_8282e4a8,曲靖,云南,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_4a746076,玉溪,云南,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_15dab5d7,乌兰察布,内蒙古,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_93a01f1a,呼伦贝尔,内蒙古,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_228c4cb1,巴彦淖尔,内蒙古,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_916e7829,赤峰,内蒙古,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_d3a5fe1f,通辽,内蒙古,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_6dd5e1e7,吉林,吉林,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_dc77cc69,四平,吉林,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_bdc0a8f6,松原,吉林,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_62a3000c,通化,吉林,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_12def1a2,乐山,四川,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_73543ac2,内江,四川,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_d43086c2,南充,四川,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_dd9eae2a,宜宾,四川,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_0790aa99,巴中,四川,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_c380b435,广元,四川,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_1e381329,自贡,四川,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_c47a1edd,达州,四川,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_e7c52f75,雅安,四川,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_7bd4f967,中卫,宁夏,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_a874405b,吴忠,宁夏,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_7b3a2423,固原,宁夏,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_c5cecaf0,石嘴山,宁夏,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_66f4a7e2,亳州,安徽,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_9bce5c1f,六安,安徽,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_5144e255,安庆,安徽,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_88951e24,宣城,安徽,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_2ac97194,宿州,安徽,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_a24c0c85,池州,安徽,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_3bd5a5fd,淮北,安徽,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_3f34d524,淮南,安徽,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_084e3574,滁州,安徽,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_5296828d,芜湖,安徽,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_157d6790,蚌埠,安徽,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_35e4e9f8,铜陵,安徽,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_a38d1f08,阜阳,安徽,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_aff6accc,马鞍山,安徽,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_259f9f3f,黄山,安徽,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_713c70fb,东营,山东,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_4e5ad9ed,威海,山东,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_4d21f754,德州,山东,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_277e5f27,日照,山东,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_7000a527,枣庄,山东,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_53abe5c7,泰安,山东,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_47bdd969,淄博,山东,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_3d84e666,滨州,山东,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_8c6190cc,聊城,山东,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_00869712,菏泽,山东,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_437ddf91,临汾,山西,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_6571f124,吕梁,山西,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_68ce6ba4,大同,山西,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_0ab8ff0f,忻州,山西,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_53245627,晋中,山西,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_1d443124,晋城,山西,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_a44f495a,运城,山西,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_78a21ea8,长治,山西,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_8ca738d3,云浮,广东,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_af317821,揭阳,广东,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_af52cc2b,梅州,广东,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_53160e65,汕尾,广东,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_f49ad788,河源,广东,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_ca604a6d,湛江,广东,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_c5f95ab5,潮州,广东,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_c746668d,茂名,广东,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_288b8dac,阳江,广东,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_71c0f1a6,韶关,广东,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_1e72cd41,北海,广西,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_3087e292,崇左,广西,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_e28a1acc,来宾,广西,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_abf687e2,梧州,广西,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_0fcc2d79,河池,广西,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_b78554e5,玉林,广西,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_4bf3ea47,百色,广西,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_46b186b2,贵港,广西,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_9c04d8fd,贺州,广西,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_e40bb126,钦州,广西,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_d8a19599,防城港,广西,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_df89ef7f,吐鲁番,新疆,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_b8fffeef,宿迁,江苏,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_1cac19bc,连云港,江苏,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_d9607b63,上饶,江西,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_1b4b744c,九江,江西,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_004fdd2f,吉安,江西,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_337df43f,宜春,江西,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_dfe4adaf,抚州,江西,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_ed26e10a,新余,江西,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_e054b3cf,景德镇,江西,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_3fdbcf16,萍乡,江西,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_4adc70c9,赣州,江西,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_170b90a4,鹰潭,江西,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_da598f63,衡水,河北,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_431fa14c,邢台,河北,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_556760ec,邯郸,河北,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_7c7c9ac7,三门峡,河南,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_2d9b3512,信阳,河南,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_a3b00074,南阳,河南,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_52bbf233,周口,河南,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_402ca02e,商丘,河南,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_645e9912,安阳,河南,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_5377260e,漯河,河南,三四线,4,普通三四线城市,7,默认种子：不在特殊城市、资源收缩候选或都市圈外围候选集合,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
